artist,pub_or_prep,item_t,author,author_s,isbn,imprint,language,size,pages,illustrations,concordance,bibliography,index,exhibition_list,cronology,ind_entr_cont,public_note
"Boeckl, Herbe",1,Herbert Boeckl.,"Husslein-Arco, Agnes",,9783900000547,"Vienna : Belvedere ; Weitra : Publication PNo1Bibliothek der Provinz, 2009.",,33 cm,465,chiefly color,No,Yes,Yes,Yes,Yes,Provenance; Exhib. Hist; Bibliog.; Comments,"The catalogue raisonné was published  in conjunction with a circulating exhibition held at the Belvedere, Vienna and the Museum Moderner Kunst, Kaernten."
"Boeckl, Herbe",1,Herbert Boeckl.,,"['Frodl, Gerbert', 'Boeckl, Leonore']",9783701701612,"Salzburg : Residenz Verlag, 1976.",German,28 cm,226,"chiefly ills., some color",No,Yes,No,No,No,,"The catalogue raisonné of the paintings was compiled by Leonore Boeckl, and includes 370 works.  


A new catalogue raisonné, issued in under the aegis of the Belvedere Museum, Vienna revises and expands this oeuvre catalogue (see entry cited in this database)."
"Bochmann, Gregor von, the elde",1,Gregor von Bochmann Catalogue Raisonné.,"Bochmann, Gregor von",,,http://www.site.uottawa.ca/~bochmann/MalerBochmann/,,,,,No,No,No,No,No,Provenance; Exhib. Hist; Bibliog.,"This online catalogue raisonné by the artist's great-grandson is still incomplete. Catalogue contains 970 entries, and can be searched by catalogue number, year of execution, materials, title and theme. Text is available in English, German, French and Estonian, but catalogue entries are only in German."
"Boccia, Edward",2,,"Boccia, Alice",,,,,,,,,,,,,,
"Boehle, Hilma",1,"Hilmar Boehle : Skulpturen, Objekte und Performances von 1978 bis 2009.",,"['Krempel, Ulrich', 'Boehle, Hilmar']",9783862064915,"Dortmund : Verlag Kettler, 2015.",,30 cm,252,"b&amp;w, some color",No,Yes,Yes,Yes,No,Comments,"This catalogue raisonné includes introductory essays on Boehle's artistic style and cultural impact of his work.  There is a full index of his sculptures, objects and performance art from 1978-2009."
"Boetti, Alighiero",1,Alighiero Boetti : catalogo generale [Opere 1961-1971].,"Ammann, Jean-Christophe",,9788837071271,"Milan : Electa, 2009-",,29 cm,376,c. 400 chiefly color,No,Yes,No,No,No,,"The first in a proposed series of 4 volumes (Tomo Primo, Opere 1961-1971 -- Tomo Secondo, Opere 1972-1978 -- Tomo Terzo, Opere 1979-1985 -- Tomo Quarto, Opere 1986-1993."
"Boldini, Giovann",1,"Giovanni Boldini, 1842-1931 : catalogo ragionato.",,"['Dini, Piero', 'Dini, Francesc']",8842210730,"Turin : U. Allemandi, 2002.",Italian,35 cm,"1,400","numerous b&amp;w, 112 color plates",No,Yes,Yes,No,Yes,Exhib. Hist; Bibliog.; Comments,"Catalogue raisonné of over 1,300 oil paintings and pastels by the artist. The publication also contains separate catalogues of lost works and etchings. Volume 2 contains the full text of the artist's correspondence from 1866-1926. Several letters are illustrated with examples of the artist's signatuare."
"Boeckhorst, Jan",1,Johann Boeckhorst : Gemälde und Zeichnungen.,"Galen, Maria",,9783935536313,"Hamburg : Baar, 2012.",German,34 cm,531,some color,No,Yes,No,Yes,No,,"The publication includes a biography of the artist, a discussion on his stylistic development, and work as a draftsman.  The catalogue raisonné lists all of Boeckhorst's paintings, drawings, and oil sketches, with a separate catalogue for lost works and doubtful and rejected attributions.  The appendix includes a collection of documents related to the artist's life, a bibliography, and a list of exhibitions."
"Boccioni, Umberto",1,L'opera completa di Boccioni.,,"['Palazzeschi, Aldo (intro.)', 'Bruno, Gianfranco (catalogue)']",,"Milan : Rizzoli, 1969.",Italian,31 cm.,118,"202 b&amp;w, 64 color",No,Yes,Yes,No,Yes,,"Issued as no. 34 ""Classici dell'Arte"", a series of small but useful catalogues raisonnés published originally in Italian."
"Blossfeldt, Karl",1,Urformen der Kunst : photographische Pflanzenbilder.,,"['Nierendorf, Karl (intro.)', 'Blossfeldt, Karl\r\nBlossfeldt, Karl']",,"Berlin : Ernst Wasmuth, 1928.",German,32 cm,"xvii, 120 plates",120 b&amp;w plates,No,No,No,No,No,,First publication of the German photographer/botanist's  study of plant forms as decoration and ornament. Chiefly illustrations.
"Boch, Anna",1,Anna Boch : catalogue raisonné.,,"['Thomas, Thérèse', 'Lenglez, Michelle', 'Duroisin, Pierre']",9782873863890,"Brussels : Editions Racine, 2005.",French,30 cm,343,numerous color,No,Yes,Yes,Yes,Yes,Provenance; Exhib. Hist; Comments,"A monograph and catalogue raisonné. The catalogue lists 913 authentic paintings and drawings by the artist, all illustrated in black and white thumbnails. There are separate catalogues for paintings on ceramic and for works known only through documentation."
"Blossfeldt, Karl",1,Wundergarten der Natur ; neue Bilddokumente schöner Pflanzenformen.,"Blossfeldt, Karl",,,"Berlin : Verlag für Kunstwissenschaft, 1932.",German,32 cm,"xiii, 120 leaves of plates",120 b&amp;w plates,No,No,No,No,No,,"Original edition of the second book published by the German photographer/botanist in his study of plant forms used for decoration and ornament.  Half-title: ""Wundergarten der Nature, neue folge: Urformen der Kunst"".  


For later editions, see entries in this database."
"Blossfeldt, Karl",1,Wunder in der Natur : Bild-dokumente schöner Pflanzformen von Karl Blossfeldt.,,"['Blossfeldt, Karl', 'Danenburg, Otto (intro.)']",,"Leipzig : H. Schmidt &amp; C. Gunther, Pantheon-Verlag für Kunstwissenschaft, 1942",German,33 cm,"6, plus 120 leaves",120 b&amp;w illustrations,No,No,No,No,No,,"This is the third book by the German photographer's study of plant forms.  The images were culled from ""Urformen der Kunst"" (originally published by Wasmuth).  For other editions, see entries in this database."
"Bloemaert, Hendrick",1,Abraham Bloemaert and His Sons : Paintings and Prints.,,"['Roethlisberger, Marcel', 'Bok, Marten Ja']",9070288834,"Doornspijk : The Netherlands : Davaco, 1993.",English,32 cm,712,"approx. 1,000 b&amp;w, 38 color plates",No,Yes,Yes,No,Yes,Provenance; Exhib. Hist; Bibliog.,"Vol. 11 from the series ""Aetas aurea"". Catalogue raisonné of Abraham Bloemaert's paintings, drawings and engravings. The publication also includes separate catalogues of lost works; works known only from contemporary documents; rejected paintings; and doubtful engravings. The publication also includes separate catalogues raisonné of the works the artist's four sons: Frederick, Cornelis, Hendrick and Adriaen Bloemaert.

The appendicies contain biographies of Abraham Bloemaert and his sons; a chronology with documentary references to the Bloemaert family and their works; a list of 29 pupils (excluding his four sons) of Abraham Bloemaert with brief biographies; and genealogical tables."
"Blossfeldt, Karl",1,"Karl Blossfeldt : Art Forms in Nature, the Complete Edition.",,"['Mattenklott, Gerd', 'Blossfeldt, Karl', 'Bataille, George']",3888146275,"Munich : Schirmer Art Books, 1999.",,31 cm,28 + 240 p. plates,chiefly ill.,No,Yes,No,No,No,,"Captions are given in English, French German, and Latin."
Bloomsbury Group,1,The Bloomsbury Artists : Prints and Book Design.,"Bradshaw, Tony",,1859282776,"Aldershot : Scolar Press; Brookfield, VT : Ashgate, 1999.",English,27 cm,95,"69 b&amp;w, 38 color",No,Yes,Yes,No,No,,Introduction by James Beechey; foreward by Angelica Garnett.
"Blow, Sandra",1,Sandra Blow : Studio Inventory and Catalogue Raisonné of Prints.,"Basford, John",,,"Rowsley : Derwent-Wye 20th Century, 2013",English,,160,150 color,No,No,No,No,No,,"Published in conjunction with an exhibition at the Northumbria University Gallery, Newcastle upon Tyne."
"Blossfeldt, Karl",1,Karl Blossfeldt : 1865-1932.,"Adam, Hans-Christian",,3822874388,"Cologne ; New York : Taschen, 1999",,34 cm,359,b&amp;w,No,Yes,No,No,No,,"Taschen reissued this, their edition of Blossfeldt with criticism and interpretation, in 2004 and 2014 respectively (See records in this database)."
"Bloemaert, Adriaen",1,Abraham Bloemaert and His Sons : Paintings and Prints.,,"['Roethlisberger, Marcel', 'Bok, Marten Ja']",9070288834,"Doornspijk : The Netherlands : Davaco, 1993.",English,32 cm,712,"approx. 1,000 b&amp;w, 38 color plates",No,Yes,Yes,No,Yes,Provenance; Exhib. Hist; Bibliog.,"Vol. 11 from the series ""Aetas aurea"". Catalogue raisonné of Abraham Bloemaert's paintings, drawings and engravings. The publication also includes separate catalogues of lost works; works known only from contemporary documents; rejected paintings; and doubtful engravings. The publication also includes separate catalogues raisonné of the works the artist's four sons: Frederick, Cornelis, Hendrick and Adriaen Bloemaert.

The appendicies contain biographies of Abraham Bloemaert and his sons; a chronology with documentary references to the Bloemaert family and their works; a list of 29 pupils (excluding his four sons) of Abraham Bloemaert with brief biographies; and genealogical tables."
"Blossfeldt, Karl",1,"Karl Blossfeldt, 1868-1932.","Adam, Hans-Christian",,3822834815,"Cologne ; Los Angeles: Taschen, 2004.",,25 cm,255,chiefly ill.,No,Yes,No,No,No,,"This is a small format edition of the 1999 reprint issued by Taschen of Karl Blossfeldt's original three volumes published in Germany between WW I &amp; WW II.


For the most current Taschen edition, see the 2014 publication listed in this database."
"Bloemaert, Cornel",1,Abraham Bloemaert and His Sons : Paintings and Prints.,,"['Roethlisberger, Marcel', 'Bok, Marten Ja']",9070288834,"Doornspijk : The Netherlands : Davaco, 1993.",English,32 cm,712,"approx. 1,000 b&amp;w, 38 color plates",No,Yes,Yes,No,Yes,Provenance; Exhib. Hist; Bibliog.,"Vol. 11 from the series ""Aetas aurea"". Catalogue raisonné of Abraham Bloemaert's paintings, drawings and engravings. The publication also includes separate catalogues of lost works; works known only from contemporary documents; rejected paintings; and doubtful engravings. The publication also includes separate catalogues raisonné of the works the artist's four sons: Frederick, Cornelis, Hendrick and Adriaen Bloemaert.

The appendicies contain biographies of Abraham Bloemaert and his sons; a chronology with documentary references to the Bloemaert family and their works; a list of 29 pupils (excluding his four sons) of Abraham Bloemaert with brief biographies; and genealogical tables."
"Bloemaert, Frederick",1,Abraham Bloemaert and His Sons : Paintings and Prints.,,"['Roethlisberger, Marcel', 'Bok, Marten Ja']",9070288834,"Doornspijk : The Netherlands : Davaco, 1993.",English,32 cm,712,"approx. 1,000 b&amp;w, 38 color plates",No,Yes,Yes,No,Yes,Provenance; Exhib. Hist; Bibliog.,"Vol. 11 from the series ""Aetas aurea"". Catalogue raisonné of Abraham Bloemaert's paintings, drawings and engravings. The publication also includes separate catalogues of lost works; works known only from contemporary documents; rejected paintings; and doubtful engravings. The publication also includes separate catalogues raisonné of the works the artist's four sons: Frederick, Cornelis, Hendrick and Adriaen Bloemaert.

The appendicies contain biographies of Abraham Bloemaert and his sons; a chronology with documentary references to the Bloemaert family and their works; a list of 29 pupils (excluding his four sons) of Abraham Bloemaert with brief biographies; and genealogical tables."
"Blossfeldt, Karl",1,Karl Blossfeldt : 1865-1932 : The Complete Published Work.,"Adam, Hans Christian",,9783836550727,"Cologne : Taschen, 2014.",,21 cm,543,b&amp;w plates,No,Yes,No,No,No,,"This catalogue further revises a Taschen publication issued earlier in 1999 and 2004. The catalogue presents tri-lingual versions of the original essays, which appeared in Blossfeldt's first editions: ""Urformen der Kunst"" (intro. Karl Nierendorf) -- ""Wundergarden der Nature"" (foreword Karl Blossfeldt) -- ""Wunder in der Nature"" (intro. Otto Dannenberg).  (For earlier editions, see entries listed in this database.)"
"Blythe, David Gilmou",1,The World of David Gilmour Blythe (1815-1865).,"Chambers, Bruce W.",,,"Washington, D.C. : National Collections of Fine Arts, Smithsonian Institution; Superintendent of Docs., U.S. Govt. Print. Off., 1980.",English,26 cm,216,"b&amp;w, some color",No,Yes,Yes,No,No,Provenance; Exhib. Hist; Bibliog.,"Published for an exhibition shown at the National Collection of Fine Arts, Smithsonian Institution and other venues.  Preliminary sections trace the artist's career from his early years through his last works.  There is also a general bibliography and a title index."
"Boccioni, Umberto",1,Catalogo completo dell'opera grafica di Umberto Boccioni.,"Bellini, Paolo",,,"Milan : Salamon e Augstoni, 1972.",Italian,30 cm,87,32 b&amp;w,No,Yes,Yes,No,No,Bibliog.; Comments,"Within the series ""I Classici dell'incisione."""
"Boccioni, Umberto",1,Boccioni : l'opera completa.,,"['Calvesi, Maurizio', 'Coen, Ester']",,"Milan : Electa, 1983.",Italian,29 cm.,555,"ca. 942 b&amp;w, 53 color",No,Yes,Yes,Yes,No,Provenance; Exhib. Hist; Bibliog.,"Primarily catalogues paintings and drawings, plus 21 prints.   A revised edition of this catalogue was published in 2016 (see entry in this database)."
"Boccioni, Umberto",1,Boccioni : catalogo completo dei dipinti.,"Verzotti, Giorgio",,8877370556,"Florence : Cantini, 1989.",Italian,21 cm,159,153 b&amp;w and color,No,Yes,Yes,No,No,Bibliog.; Comments,
"Boccioni, Umberto",1,"Umberto Boccioni : catalogo ragionato delle incisioni, degli ex-libris, dei manifesti e delle illustrazioni.","Bellini, Paolo",,8882157628,"Cinisello Balsamo : Silvana, 2004.",Italian,28 cm,204,"b&amp;w, some color",Yes,Yes,No,No,No,Exhib. Hist; Bibliog.; Comments,"The catalogue includes information on collections where examples of the prints are found (listing states and variants), biographical and bibliographical information, an index of the works, concordances, and a name index."
"Boccioni, Umberto",1,Umberto Boccioni : catalogo generale delle opere.,,"['Calvesi, Maurizio', 'Dambruoso, Alberto', 'De Chiara, Sar']",9788842224099,"Turin : Umberto Allemandi, 2016.",Italian,34 cm,572,"b&amp;w, some color",No,Yes,No,Yes,No,Exhib. Hist; Bibliog.,"This is a revision of Calvesi and Ester Coen's 1983 catalogue raisonne (see entry in this database).   

The catalogue is divided into two parts: the critical texts by Maurizio Calvesi, and the catalogue raisonné, compiled by Alberto Dambruoso.  There is also a bibliography, a list of exhibitions and a list of writings by Boccioni."
